Site,DRAIN_SQKM,PPTAVG_SITE,RH_SITE,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,BFI_AVE,STOR_NID_2009,FORESTNLCD06,PLANTNLCD06,WETLANDSNLCD06,MAINS100_FOREST,IMPNLCD06,AWCAVE,PERMAVE,WTDEPAVE,ROCKDEPAVE,ELEV_MEAN_M_BASIN,SLOPE_PCT,ASPECT_NORTHNESS,ASPECT_EASTNESS
lg43,2685.966,86.355,70,21.46788,0.122127142,4.826282,4.607098,6.601905,8.262661,8.340515,9.536911,8.022133,9.073244,8.562351,6.443601,7.370403,6.484938,-4.58256,-3.55427,1.844872,8.592446,14.7891,20.07456,22.38397,21.30978,17.36647,10.96561,4.148549,-2.12262,56.7503,46.11919064,11.066521,67.33237,8.2614069,15.77380464,2.413558,0.1348658,3.108798,2.522374,60,251.0246,1.067028,-0.34290891,0.93936866
lg44,2746.113,98.639,68,19.68038,0.118587849,5.980897,5.289123,7.640135,8.367109,9.593073,10.33936,10.61432,9.179504,9.737988,6.828299,8.110809,7.553439,-3.07579,-2.16433,2.886717,9.017755,14.77283,19.71587,21.92456,21.05568,17.40125,11.28068,5.064595,-0.786704,36.94053,271.3233716,32.73360661,31.36535,3.4991712,17.89931042,6.663479,0.1531055,1.422972,2.079689,57.54353,321.4031,1.601484,0.80175374,-0.597654533
lg45,2762.546,21.214,52,57.86025,0.500363571,15.16875,15.04125,13.16888,5.53453,3.885298,1.98211,1.080354,1.480351,2.751506,5.256228,11.28558,12.85277,-2.15352,-1.24335,0.5607675,3.311134,7.487789,11.9741,15.98259,15.54047,12.1947,7.263896,1.7996,-1.47556,67.0905,519.5460821,43.7453065,0.007199914,0.364882555,22.91271,2.344404,0.0938766,4.639576,5.696294,44.61208,2068.425,16.8902,0.629967435,0.776621549
lg46,2864.942,33.29,63,33.52592,0.525858592,18.75575,17.06035,16.51652,7.551823,4.43256,1.77523,1.138011,0.9362348,2.554598,6.189009,12.46678,14.02445,2.654263,3.657512,5.2159,7.652943,11.88566,16.22273,19.97563,19.59891,16.82239,11.94886,6.228608,3.16698,56.54445,1457.620136,49.1734167,5.259148,0.5599237,24.79568725,0.8626192,0.1045373,4.100657,5.929022,39.19228,1443.187,22.36859,-0.334177008,-0.942510333
lg47,2882.075,81.021,72,27.04092,0.164932541,5.159384,3.62565,5.28549,6.429842,7.349764,7.871405,8.22157,9.517511,9.534491,7.890249,6.655824,5.53456,-7.96646,-7.6698,-2.60512,4.996948,11.77084,17.08801,19.53438,18.3523,14.17146,8.133659,1.229643,-5.00416,81.55692,6.715867561,56.661482,1.9334504,11.812395,32.783862,1.463823,0.08080346,11.59339,5.202411,60,374.5225,1.580905,-0.979680399,-0.200564989
lg48,2899.502,20.36,51,33.90657,0.024959476,3.901518,3.341025,4.709445,4.107312,4.018942,2.331176,4.65767,4.596646,4.197561,4.60145,4.079418,3.405758,-4.69709,-2.54808,0.7329787,5.058846,10.01558,15.02348,18.09268,17.06919,13.09928,7.474806,0.6687872,-3.75849,64.41608,27.76129797,51.5325796,14.240879,0.571660176,31.5366109,0.951022,0.1338004,1.395481,5.909853,40.80346,2388.233,15.69689,0.984124102,0.177481697
lg49,2908.292,134.491,69,4.444479,0.083148324,15.57102,13.27779,16.13144,11.85271,12.00431,10.58632,12.15733,11.53845,10.58518,9.947974,11.82707,12.43379,4.545195,6.185453,10.23055,14.95123,19.22934,23.12584,24.86359,24.45093,21.3457,15.44217,10.0931,5.785367,60.70449,336.7990546,64.474889,7.21045022,0.702381428,58.47631,4.249073,0.1365574,2.161378,5.599574,47.46973,376.7243,7.722671,-0.981787685,0.189981422
lg50,2908.315,139.171,69,1,0.114267753,11.72091,8.882271,11.19192,7.703255,10.63874,12.45299,15.17757,15.47724,15.24071,7.971759,7.820308,9.018552,6.959642,8.404573,12.22922,16.59643,20.88242,24.55734,26.45354,25.83304,23.04673,17.36545,12.50073,7.980657,48.12994,0.128458919,28.54148648,20.55766591,28.6191243,15.63670549,0.731009,0.1420335,3.704658,1.447818,59.97012,18.89102,0.1706682,-0.866600788,0.499002079
lg51,2960.256,118.04,76,33.95569,0.399501932,28.83304,23.25658,21.78049,16.81241,12.36695,8.027338,2.939906,3.468975,7.199829,14.45612,31.6275,30.54324,1.083839,2.399796,3.730118,6.03977,9.305369,12.8865,16.42831,16.53284,13.98078,8.955861,3.625759,1.567702,64.56042,137.6329686,80.0593584,1.1857083,0.20208732,57.72829,0.1737893,0.1463532,2.760714,5.871102,46.07353,1047.829,25.63165,0.296541575,-0.955019944
lg52,3010.995,61.088,63,62.74037,0.186902284,10.10796,8.81141,9.607483,7.477208,8.722604,6.309462,4.782251,4.114007,4.955458,5.855389,9.452037,10.1817,-9.93434,-7.91478,-4.8807,-0.0411235,5.14775,9.46597,13.9321,13.1191,7.852217,2.38102,-4.89318,-9.02523,81.66705,239.6401518,52.1645424,0.043400935,1.8538356,23.69140586,0.118041,0.08030061,3.767279,5.777498,50.04933,2400.151,13.48292,0.809016994,-0.587785252
lg53,3032.42,137.743,67,4.528277,0.072645795,16.63865,14.12226,16.76492,11.77284,13.42726,11.38903,12.60852,12.48151,11.97143,11.21176,12.75194,13.51329,4.480151,5.90993,9.782966,14.43546,18.68511,22.52518,24.23604,23.7826,20.74763,14.93748,9.684965,5.50137,65.1284,1051.075148,58.274899,12.60473361,0.353955172,39.047789,3.976558,0.1334119,2.051535,5.692622,53.74818,443.1856,9.034454,-0.989239162,0.146307484
lg54,3053.8,118.629,73,20.6983,0.074573526,10.57612,9.454578,11.64768,10.73913,13.10043,12.9118,14.28721,11.88234,10.75043,8.678216,10.24703,10.53375,-1.70637,-0.728625,3.749493,9.243016,14.30736,18.53519,20.55758,19.83224,16.54408,10.57316,4.868917,-0.0263758,31.2587,148.7574245,81.7136772,10.369128,0.09973148,43.8713004,0.7335351,0.1180827,3.067692,5.199718,37.56165,669.2014,16.28578,0.322186388,-0.946676255
lg55,3154.809,54.295,72,35.72307,0.411876215,17.1996,14.68789,14.11795,10.14027,7.822191,3.958661,1.818959,2.285995,3.796141,8.538172,18.88196,18.85602,0.7219728,2.120611,3.594381,5.961531,9.58423,13.36026,17.74342,17.63381,14.69182,9.545893,3.737528,1.074731,71.76662,201.3577681,77.4645142,0.6282981,0.04667161,62.9717343,0.1450237,0.131746,2.652383,5.591657,44.94843,1185.512,17.73781,0.068116285,-0.997677389
lg56,3245.414,22.973,48,53.631,0.080140307,4.52705,4.251908,4.817318,5.187361,6.741845,4.145896,3.292021,3.543983,4.384295,3.921688,4.517814,4.120517,-10.651,-8.99677,-5.22516,-0.0186576,5.17416,9.912144,13.77434,12.84943,7.942489,2.337927,-5.25566,-9.73715,59.65244,49.67653279,19.0120612,5.874959709,3.435204,7.3754039,0.1179485,0.08360628,4.307628,5.409337,55.93493,2563.885,12.6993,-0.746731059,-0.665126098
lg57,3354.622,95.241,70,54.37929,0.294472986,19.1867,14.60285,14.29903,11.68588,11.10561,8.254371,4.844849,4.251724,6.419966,9.441059,19.01615,20.08226,-4.64882,-2.43057,-0.165027,3.678094,8.032571,11.99702,16.09824,15.86599,11.17636,5.413799,-0.930614,-3.978,68.75488,0,75.57412028,0.002709694,0.16692789,61.20572095,0.04772496,0.1057018,4.388268,5.532846,51.33127,1442.679,33.8636,0.037686694,-0.999289604
lg58,3388.338,132.737,73,0,0.285880007,6.475395,6.519889,8.786159,5.89012,10.51706,18.33636,17.33575,17.68975,17.00054,10.64754,7.074912,5.5586,16.31787,17.18638,19.37736,21.67733,24.49933,26.60582,27.40861,27.47777,26.69281,23.95708,20.18197,17.11326,46.81555,0,0.06746671,35.45362,46.129506,0,1.488892,0.111772,10.71039,0.6391663,58.51449,11.05177,0.01224191,0.342909238,0.93936854
lg59,3399.72,78.304,66,0,0.140695141,3.928359,4.895292,5.189119,6.658735,10.76267,11.0412,5.241707,7.001067,7.798248,9.837768,5.942167,4.989284,9.680602,11.77582,15.61538,19.76941,23.42938,26.72656,27.9891,28.01175,25.31766,20.39133,14.73491,10.65085,43.60461,128.1119975,38.2565316,9.055962,1.20173091,20.7412706,3.365946,0.1158109,0.9214122,5.949023,33.67902,384.2163,6.042254,-0.899436529,0.437051405
lg60,3465.202,121.831,65,1.081777,0.619277242,22.71602,21.47406,18.32388,6.454132,3.173526,0.6698832,0.2051729,0.337784,1.702128,6.039086,16.07019,18.02283,7.794033,9.173179,10.47877,12.29222,15.51219,18.80859,21.31705,21.15026,19.89994,16.30518,10.96869,8.021902,33.64176,222.2405427,34.050344,6.7062832,0.30039799,12.816644,2.697796,0.1261821,1.459475,5.799282,39.86509,338.3783,18.81909,-0.529469232,-0.848329141
lg61,3491.435,121.704,76,27.32232,0.371535402,21.7218,17.53763,17.27783,14.18038,10.52575,6.824068,2.633224,3.311873,5.730007,11.43289,24.56352,23.00832,1.708954,3.006029,4.27233,6.573304,9.859351,13.35958,16.9637,17.23025,14.77297,9.679064,4.348793,2.24795,65.27656,349.2582104,80.8698653,1.4595661,0.068670906,45.0841101,0.1581841,0.1423428,2.076471,5.88162,46.38544,1006.498,27.28193,0.597762276,-0.801673413
lg62,3514.229,116.107,72,20.33502,0.075614899,10.41072,9.299968,11.48254,10.63309,12.96949,12.8094,14.15079,11.71935,10.5858,8.591858,10.17408,10.3714,-1.65169,-0.659065,3.849754,9.386066,14.44986,18.71277,20.73167,20.01694,16.69916,10.70849,4.978389,0.04264635,31.2588,129.6014685,81.1590077,10.543195,0.08707458,43.7490492,0.7723041,0.1198139,2.907328,5.175793,37.60358,642.0056,16.14923,0.197275796,-0.98034803
lg63,3514.594,89.846,73,25.13258,0.401588294,20.89744,17.04859,16.74664,13.24597,9.058649,5.252252,2.323302,2.81773,4.998365,10.49346,23.44957,22.82309,2.005316,3.304429,4.52753,6.78446,10.18946,13.76843,17.56418,17.64224,15.12816,10.11379,4.603106,2.364863,59.33084,11.79150792,79.2337912,2.8452761,0.13710263,54.4810219,0.2230653,0.1397764,2.484959,5.825225,47.50237,1005.684,26.45791,0.48523393,-0.874384374
lg64,3524.812,79.51,72,26.89028,0.166357779,5.088729,3.580091,5.270578,6.405466,7.291527,7.869894,8.156306,9.525763,9.470346,7.725867,6.554727,5.458977,-7.9525,-7.65617,-2.58887,5.014296,11.7718,17.08783,19.54014,18.35409,14.17062,8.138014,1.24301,-4.99526,80.29086,7.667395311,58.569225,1.9576617,10.838058,30.054336,1.389861,0.07933744,11.51981,5.258277,60,372.3676,1.69401,-0.947493053,-0.31977635
lg65,3525.936,106.256,67,23.13856,0.076301906,8.529121,7.570436,9.839429,9.586508,11.10432,11.38347,11.66338,10.16437,10.49347,7.828502,9.685663,8.505333,-4.15793,-2.88275,1.855684,8.246288,13.71979,18.23281,20.35466,19.68634,15.9222,9.789854,4.087189,-1.68728,41.16764,188.1076004,67.817249,19.744691,0.04755333,55.0219063,1.658945,0.116416,3.638171,4.265924,42.74677,559.4968,9.713118,-0.153601554,-0.988132867
lg66,3547.473,101.938,72,20.33875,0.057851293,9.476398,8.184122,10.47261,9.210242,11.56034,9.894088,11.83992,9.793339,8.778494,8.203966,8.889881,8.92721,-1.99843,-0.698889,3.688852,9.072471,14.09662,18.17528,20.17021,19.54985,16.16672,10.37134,4.576992,-0.342671,40.03417,3.782619064,83.214372,10.8655136,0.18893208,59.809878,0.5687373,0.1090614,3.805888,5.656876,37.84447,834.0182,18.0926,-0.644094258,-0.764946133
lg67,3582.239,86.221,71,26.99671,0.159654773,5.236834,3.67003,5.173816,6.66241,7.052474,7.837145,7.904548,9.360709,9.690841,8.091278,6.981573,5.604392,-7.65522,-7.38857,-2.38636,5.190588,11.87762,17.14818,19.58319,18.45677,14.20454,8.244886,1.444947,-4.7492,84.2085,25.28926992,56.397563,9.680762,10.826164,37.689823,0.6767972,0.08405975,10.69916,5.143118,59.61473,351.4405,2.748958,-0.449474914,-0.893292954
lg68,3601.398,132.7,72,0,0.052078309,13.55334,11.03754,12.83856,8.659615,8.248361,12.15698,13.23237,12.03125,9.538112,6.605545,8.047119,9.359494,9.956469,11.56963,15.13679,18.96059,22.93201,26.06579,27.2689,26.98673,24.82457,19.65196,14.60521,10.76113,41.54527,10.57434863,34.551769,31.691775,18.072829,16.217364,0.875025,0.1054842,4.912076,2.806776,60,87.37398,0.9543757,-0.825323471,0.564660224
lg69,3689.554,135.345,69,0.930889,0.116927786,11.72247,8.970767,11.07812,7.706967,10.67309,12.448,15.35495,15.73179,15.28714,7.930353,7.73899,9.089712,7.109654,8.540888,12.33543,16.66425,20.95255,24.62998,26.50141,25.90461,23.14915,17.49822,12.62859,8.13226,49.1166,0.244290502,26.23721899,20.311974,30.614534,16.64802473,0.9261396,0.1348461,3.917721,1.435242,59.97652,17.33846,0.1870009,-0.858064906,0.513541252
lg70,3757.341,134.278,67,4.408381,0.073225868,16.19275,13.8053,16.45342,11.59793,13.04047,11.11572,12.43874,12.1464,11.65631,10.79723,12.30269,13.06217,4.547118,6.029137,9.95976,14.60168,18.86655,22.72288,24.43975,23.98984,20.94031,15.11633,9.846577,5.620748,62.58438,857.6356181,52.140414,10.86936829,0.58081504,38.893085,7.010358,0.1338863,1.976494,5.463852,51.48164,418.9638,8.189466,-0.983031211,0.183438377
lg71,3784.08,90.431,68,17.38694,0.087116484,7.338759,6.313566,8.70466,7.910453,10.39848,9.378494,10.42828,8.903134,8.528318,7.687674,7.991666,6.734117,-1.67691,-0.539283,3.738535,9.421691,14.62696,18.78554,20.92818,20.22944,16.72511,10.89893,5.139727,-0.0273624,39.88737,14.02149426,80.539603,14.8724349,0.005494144,34.888564,0.3540414,0.1020571,4.807812,5.354539,39.21898,655.8094,20.92465,0.959973923,0.280089392
lg72,3792.613,104.192,67,24.11476,0.104951968,7.09489,6.566526,8.917387,8.71268,10.10698,11.96932,11.32596,9.641072,10.30572,7.784083,9.103508,7.627325,-4.79642,-3.62004,1.264615,7.724453,13.34312,18.03158,20.21873,19.38443,15.43701,9.398827,3.666016,-2.17444,45.5954,95.35316865,75.778604,12.196349,0.09840973,59.150505,0.7774523,0.1128249,4.119059,4.148114,45.67269,521.0792,9.834165,-0.4531521,-0.891433213
lg73,3916.2,75.979,71,26.83047,0.166532425,5.068423,3.561632,5.260324,6.386563,7.257864,7.848228,8.123629,9.514669,9.429876,7.648002,6.51211,5.42784,-7.94211,-7.64382,-2.56848,5.024515,11.77427,17.09266,19.55015,18.36428,14.17603,8.148781,1.263529,-4.98014,79.63203,6.94581814,59.615785,2.2688223,10.618654,26.397754,1.343378,0.07844101,11.46567,5.300657,60,368.2619,1.813653,-0.966376079,-0.257132793
lg74,3920.628,137.638,73,0,0.185345778,10.7171,8.908654,11.57508,7.877385,8.901588,16.6994,17.66489,18.52646,13.71429,6.907067,6.084384,7.700837,12.29579,13.82727,16.94166,19.97741,23.70035,26.36439,27.29344,27.1249,25.71631,21.16946,16.60584,13.1146,45.54916,0.785282613,29.6678717,19.450656,17.531801,8.60808991,1.045072,0.08914468,8.393064,2.47988,59.38294,34.9022,0.6064307,-0.205862609,-0.978580904
lg75,3955.045,45.955,66,17.34356,0.425198698,1.241811,1.078938,1.81336,3.217557,5.571053,8.058316,7.20298,5.292092,4.276141,3.623313,1.689125,1.084681,-14.2154,-10.9932,-4.21765,5.217839,12.59494,17.56656,20.73687,19.85389,13.84308,6.934459,-3.05356,-10.564,24.54598,7.747079995,0.120696491,64.50021,6.9829198,0.2678383,0.3078832,0.1577971,2.728718,4.749503,59.96901,506.1131,1.246253,0.856987466,0.515337251
lg76,4117.51,111.661,66,29.2948,0.075181964,8.21597,6.636139,8.924807,9.809536,11.25784,11.22578,10.95625,10.01826,10.73433,9.778934,10.35175,8.629615,-6.58969,-5.94858,-1.12729,5.469113,11.56863,16.35567,18.7883,17.99108,14.05611,8.15189,2.357363,-3.90865,43.14017,321.9135832,80.846408,11.525152,1.6839527,29.178365,0.3006056,0.1010248,1.392541,4.44915,43.59195,573.0843,17.22065,-0.999384721,-0.035073923
lg77,4121.275,47.93,64,43.12067,0.343158515,7.447633,6.163551,6.862785,4.498076,3.863623,2.402282,1.47369,1.709584,2.076047,3.450186,6.78231,7.664314,-2.04417,-0.2717,1.588743,4.493455,8.582023,12.57813,16.83044,16.3658,12.65019,7.458401,1.678077,-1.50201,72.55922,3.206603296,55.50117703,2.2566849,3.5431775,28.30345391,0.2068802,0.1725118,5.389562,5.576737,48.32875,1599.706,7.826496,0.082397717,-0.996599526
lg78,4132.66,23.127,54,50.18649,0.489926883,12.31634,12.33051,10.50202,4.336625,3.262608,1.784274,0.99753,1.329176,2.40353,4.235231,9.113688,10.40854,-1.47429,-0.303575,1.735146,4.599914,8.858645,13.44907,17.5499,16.96275,13.37122,8.269156,2.582683,-0.851094,67.6264,350.7280025,31.48368909,0.35480299,0.431678424,14.11017,4.066637,0.09899744,4.090779,5.697972,40.21106,1946.347,16.53502,0.516960832,0.856009053
lg79,4144.092,74.733,71,26.75955,0.166911299,5.047896,3.542657,5.249942,6.36795,7.226541,7.841016,8.095839,9.503388,9.393123,7.578542,6.474102,5.392812,-7.93586,-7.63214,-2.55248,5.035876,11.7787,17.097,19.55714,18.3725,14.18099,8.155065,1.276074,-4.96947,79.10997,14.00215367,60.694179,2.2166134,10.434556,25.426372,1.293321,0.07808063,11.42782,5.330321,60,365.7595,1.876456,-0.982515447,-0.186181085
lg80,4161.725,114.234,67,27.84736,0.113908603,7.10859,5.854343,8.052849,8.527869,9.315183,13.21839,10.54794,10.06186,10.91717,8.679874,9.104509,8.304263,-5.80912,-5.10483,-0.122592,6.365944,12.22987,16.84693,19.01889,18.23302,14.50387,8.772048,2.743015,-3.39688,39.34579,10.34016736,76.103143,12.739842,1.7856082,28.64285,0.5483518,0.1131042,2.58189,3.891999,50.46766,581.6818,14.31527,-0.818202903,-0.574929569
lg81,4179.993,117.236,68,4.832588,0.075344995,5.903665,6.505265,11.10587,11.22046,14.05493,13.07033,8.182207,8.319896,12.57704,10.36173,12.06732,8.705562,2.446718,4.887739,9.476227,15.04834,19.2116,23.56793,26.26993,25.89792,21.8215,15.87028,9.30475,4.193369,39.11342,379.1917915,42.8085877,41.09707638,0.579661224,29.544548,2.124351,0.1084543,1.750432,5.422414,54.85832,336.3065,5.521414,-0.463371823,-0.886163954
lg82,4292.528,18.748,54,32.26087,0.06729663,3.638388,3.448429,3.902811,2.985771,3.154127,1.657569,2.856649,3.177685,3.393225,3.748555,3.214612,2.797151,-5.05413,-2.57829,1.231613,5.976606,10.87101,16.06755,19.80224,18.71424,14.06635,8.018159,0.8694883,-3.84374,55.57682,43.21058733,24.051425,3.489293133,0.3163241,20.6576941,0.2324889,0.1177676,2.735382,5.960024,39.35618,2117.592,17.12982,0.236558181,0.971617325
lg83,4318.159,84.595,69,59.82373,0.206412497,15.59529,13.10865,11.65358,10.32776,11.23754,9.13698,6.280038,5.592861,6.909648,6.988739,13.29771,14.96029,-7.38544,-5.24779,-2.50277,1.816797,6.422603,10.16886,14.1429,13.67765,8.757996,3.19973,-2.97519,-6.3932,69.88338,1024.511603,78.01867648,0.033201648,0.17780496,47.46889588,0.02384516,0.08295915,2.267585,5.97173,46.90427,1774.282,35.92103,0.222447547,0.974944659
lg84,4429.456,100.081,66,23.35173,0.076089557,8.638052,7.8257,9.92539,10.17652,11.50218,10.88275,11.98018,10.51046,9.799809,7.880939,9.567067,8.739583,-3.23903,-2.05526,2.540512,8.562641,13.92763,18.3342,20.47781,19.80695,16.21722,10.05193,4.450103,-1.15184,37.33214,174.4895355,65.6132748,22.315598,0.2571715,57.051679,1.788458,0.1170816,3.612859,4.47424,41.73053,615.5978,10.82277,-0.398545787,-0.917148437
lg86,4479.071,17.997,54,48.41675,0.48298675,11.57989,11.58976,9.891376,4.105159,3.168184,1.756957,0.9941531,1.303877,2.342045,4.039632,8.550525,9.795133,-1.33464,-0.0761802,2.030229,4.942966,9.215704,13.82125,17.95373,17.33207,13.65454,8.501116,2.757208,-0.725213,67.53552,323.6236476,29.04918093,0.4468381,0.5161606,15.6734,3.837862,0.09917837,4.224954,5.707905,40.43722,1910.729,16.38626,0.336598151,0.941648387
lg87,4494.166,20.91,53,32.2199,0.044827506,3.298446,3.420597,3.770443,3.01787,3.107285,1.757363,2.893317,3.088434,3.724437,3.900193,2.943163,2.526478,-5.45983,-2.9411,1.053039,5.992518,10.97782,16.18312,20.02622,18.95956,14.19154,8.035778,0.7016539,-4.2186,61.13339,20.44169352,33.4980454,2.915980644,0.336095673,17.92189167,0.3282648,0.1281618,2.790786,5.970483,40.9488,2078.863,16.41612,-0.78344188,0.62146506
lg88,4528.458,78.473,66,0,0.136670075,4.021981,4.88711,5.137656,6.725453,10.87738,11.06004,5.147709,6.816224,7.823122,9.839528,6.066342,5.024642,9.899259,12.00139,15.84754,19.98813,23.63002,26.92031,28.19854,28.22816,25.53359,20.61313,14.9817,10.89475,40.65948,137.1268816,32.4905514,8.546999,1.52822903,19.4228671,8.01329,0.1190155,1.010819,5.922233,36.36175,349.1148,5.089989,-0.909080565,0.416620363
lg89,4529.236,76.393,73,26.63021,0.167728587,5.01204,3.506434,5.226522,6.331635,7.167342,7.832244,8.045682,9.47737,9.324991,7.458449,6.408321,5.322968,-7.90317,-7.58579,-2.49931,5.073588,11.79408,17.11318,19.58023,18.40203,14.20254,8.183162,1.323952,-4.92413,78.35342,33.50623372,60.697451,2.1497331,11.38225,21.509319,1.231276,0.0811364,11.27192,5.26439,60,357.5527,1.910817,-0.999566514,0.029441195
lg91,4724.998,110.81,65,29.02001,0.072986339,8.348276,6.680875,8.926229,9.817618,11.23461,11.22343,10.93704,10.06247,10.68325,9.760324,10.38415,8.669518,-6.51951,-5.86756,-1.02498,5.573401,11.66709,16.45152,18.89432,18.09289,14.14511,8.232429,2.434316,-3.84399,43.35385,281.7003021,80.066922,12.341188,1.6095818,33.118087,0.3016468,0.1012404,1.366158,4.358038,44.26478,555.7792,16.58453,-0.999947841,0.010213489
lg92,4759.874,33.9,62,30.82567,0.551670362,19.23655,16.61312,15.71645,6.895486,4.178422,1.503742,0.8335311,0.6887357,2.036061,5.868157,11.28608,13.87175,2.49323,3.377627,4.884626,7.280264,11.34411,15.69649,19.47275,19.0083,16.18237,11.50301,6.047709,3.072355,53.52594,778.502615,38.3380576,4.122401,0.5286352,21.00069256,0.8486738,0.09875733,5.14901,5.842624,41.74243,1515.636,22.05379,-0.367879502,-0.929873471
lg93,4857.155,101.668,71,17.19942,0.126489645,5.586289,5.461481,7.947878,9.399735,11.01778,10.67125,10.97992,9.380916,7.748541,6.961662,9.035855,7.335427,-3.3797,-1.66037,3.80511,10.17399,16.07926,21.22733,23.2889,22.2132,18.43467,11.99319,5.227117,-0.949821,32.05538,66.74157918,5.526271594,64.822071,0.4287324,24.96597253,7.687916,0.1597331,1.16745,2.549068,59.99867,274.0623,0.687715,0.217972908,-0.97595482
lg94,4984.418,60.278,64,26.2393,0.539309694,23.38177,22.39478,21.17357,9.613175,5.700749,2.155233,0.7658051,0.8314176,3.355118,7.687977,17.38935,19.09205,3.393828,4.320197,5.909274,8.394004,12.37179,16.89069,20.96964,20.57564,17.78841,12.85254,7.013627,4.016086,58.69433,496.8959192,66.364017,0.0588815,0.26829813,12.05640429,1.139217,0.1038748,3.001496,5.790128,42.5443,1303.181,23.0149,-0.143164433,-0.989698916
lg95,5242.786,108.78,66,28.85862,0.07181116,8.361686,6.682521,8.869014,9.810975,11.18514,11.19272,10.8212,10.02007,10.60114,9.658749,10.32152,8.634025,-6.40756,-5.73862,-0.878435,5.711269,11.80025,16.57889,19.03167,18.22436,14.26115,8.34056,2.542836,-3.74232,43.13041,255.8404222,79.780536,12.466115,1.5965484,35.404937,0.3042675,0.1016566,1.344918,4.265865,44.72753,536.0481,15.82033,-0.997200554,0.074773356
lg96,5310.432,52.808,72,32.31491,0.396099164,14.20702,12.01602,11.85796,8.603302,6.833828,3.566576,1.617473,2.11648,3.4389,7.17815,15.66008,15.55587,1.163493,2.734203,4.291673,6.774954,10.44528,14.19982,18.52248,18.3494,15.284,10.10178,4.299785,1.535875,69.91261,136.1947842,62.2694936,6.830207,0.35403897,53.6652413,1.295153,0.1313009,2.212025,5.350219,41.84493,1072.542,17.42743,0.334024019,-0.942564562
lg97,5325.304,136.687,67,3.942785,0.073757554,15.63523,13.44621,15.96848,11.32038,12.43537,10.9109,12.5998,11.53351,11.13826,10.07866,11.78242,12.3167,4.79631,6.357029,10.34193,14.97735,19.26769,23.12325,24.82862,24.37973,21.32081,15.47836,10.18001,5.901921,58.08891,614.2807267,47.092462,9.202630125,1.054148126,39.640124,9.761809,0.1343301,1.893724,5.227706,49.43556,381.6925,7.009055,-0.986748603,0.162256571
lg98,5549.45,35.634,51,34.45332,0.063782836,5.015619,4.413039,5.493469,4.307852,4.114286,2.063483,4.811628,5.29768,4.652875,5.818968,4.950666,3.976857,-4.30893,-2.20915,1.002532,5.293032,10.27443,15.24592,18.47976,17.44407,13.53577,7.91899,1.059859,-3.24467,52.46261,97.61706403,65.161146,1.7554656,0.361446625,46.4448854,0.2144416,0.1312315,1.441147,5.976815,44.59978,2405.853,18.05904,-0.335555152,-0.942020562
lg99,5640.084,115.978,68,28.02308,0.106726645,7.358031,6.037985,8.265959,8.682516,9.448729,13.23865,10.61633,10.2461,11.00814,8.806054,9.352759,8.657366,-5.82754,-5.12662,-0.150442,6.352885,12.19061,16.82679,19.00443,18.21789,14.48832,8.747722,2.752446,-3.39478,40.4477,293.3860129,78.039042,10.218023,1.6169125,22.697048,0.4792855,0.1136883,2.620057,3.914898,50.66167,576.0152,14.00862,-0.800406105,-0.599458145
lg100,5729.268,44.194,59,53.21846,0.125241125,7.72126,6.79525,7.904004,6.921084,8.475463,6.490697,4.752073,4.203101,4.878888,5.277593,7.31322,7.69459,-8.91428,-6.95102,-4.0243,0.7615655,5.823331,10.11702,14.60038,13.88701,8.629065,3.122659,-3.98622,-7.93358,79.16894,135.4271682,43.81948293,1.3156603,1.8038588,18.77702128,0.1263314,0.08301261,3.636009,5.817969,50.82127,2238.802,15.18717,0.943293364,-0.331960284
lg101,5752.941,98.127,67,20.61537,0.117454369,6.051298,5.428408,7.614478,8.508183,9.449209,10.7543,10.63436,9.351132,10.03926,7.060098,8.402765,7.730635,-3.32814,-2.44476,2.565801,8.74915,14.50436,19.44259,21.64361,20.78851,17.13712,11.04619,4.899438,-0.987743,37.34027,306.268939,35.80938785,34.81391,3.1224987,20.71205167,4.699291,0.1367391,1.516437,2.007319,58.57463,331.0597,2.338058,0.702908231,-0.711280548
lg102,5925.355,49.211,67,45.05334,0.139624595,8.65011,6.141694,5.505065,5.400547,7.185453,6.125121,3.627796,4.008296,4.246659,4.682102,7.093958,8.311169,-6.7856,-4.62258,-1.45706,3.061876,7.677003,11.65279,15.56724,15.1304,10.1303,4.355039,-2.07839,-6.16401,72.26382,4.080829419,65.88434195,3.0943566,1.616227306,45.55874908,0.1581451,0.08222699,2.110536,5.889295,57.0242,1655.607,22.41324,-0.933797293,-0.35780248
